회사이름,회사설명,회사URL,설명,두 번째 P 요소 텍스트,첫 번째 Span 요소 텍스트,두 번째 Span 요소 텍스트
㈜케이씨엠에스,"과천 코오롱베니트 내부시스템 개발 HTML, JavaScript, CSS, Oracle, Java, SpringBoot, Vue.JS, Git, Xplatform(Nexacro) 경험자를 모집 합니다. (k05)",https://www.jobkorea.co.kr/Recruit/GI_Read/44035821?rPageCode=SL&logpath=21,SI,,22시간 전 수정,내일마감
㈜네오디에스,(판교) IT인프라 운영자 추가 모집 (DBA 경력자),https://www.jobkorea.co.kr/Recruit/GI_Read/43710269?rPageCode=SL&logpath=21,"BigData, DataWarehouse, ERP, SI, SM, 데이터관리",과장~차장급 외,22시간 전 수정,~03/05(화)
미듬,(경력) 가정용 의료ㆍ미용기기 하드웨어 임베디드 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035794?rPageCode=SL&logpath=21,"회로설계, 회로설계, PCB, 펌웨어",,22시간 전 수정,~03/03(일)
㈜오투유엑스,[O2UX] 프론트엔드 개발 - 경력직 프리랜서 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035774?rPageCode=SL&logpath=21,시각디자인,,22시간 전 수정,~04/19(금)
㈜엘세븐,[경력2년이상] 웹디자이너(퍼블리싱 가능자) 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035769?rPageCode=SL&logpath=21,"디자인, 멀티미디어디자인, 시각디자인",,22시간 전 수정,~02/29(목)
㈜엘세븐,[경력3년이상] 웹퍼블리셔(웹디자인 가능자) 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035766?rPageCode=SL&logpath=21,"디자인, 멀티미디어디자인, 시각디자인",,22시간 전 수정,~02/29(목)
㈜피앤피시큐어,피앤피시큐어 중화권 전담 기술공통(기술엔지니어) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035760?rPageCode=SL&logpath=21,"서버구축, Security, 보안소프트웨어, SERVER, 서버관리, DBMS, Software QA, 검증, 네트워크관리, 네트워크, 기술지원, 정보보안",,22시간 전 수정,~03/03(일)
㈜케이씨엠에스,"용산역 CGV 차세대 선도 개발 Java, React 경험 많은 분을 모집 합니다. (k05)",https://www.jobkorea.co.kr/Recruit/GI_Read/44035759?rPageCode=SL&logpath=21,SI,,22시간 전 수정,내일마감
㈜에드원테크,연구전담요원,https://www.jobkorea.co.kr/Recruit/GI_Read/44035738?rPageCode=SL&logpath=21,"연구개발, 시스템설계, R&D, 소프트웨어개발",,22시간 전 수정,~03/15(금)
㈜피앤피시큐어,"피앤피시큐어 2024년 상반기 기술본부(기술공통, 품질관리) 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/44035737?rPageCode=SL&logpath=21,"서버구축, Security, 보안소프트웨어, SERVER, DBMS, Software QA, 검증, 네트워크, 기술지원, 정보보안",,22시간 전 수정,~03/03(일)
㈜피앤피시큐어,피앤피시큐어 2024년 상반기 정보보안기술연구소(연구개발) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035728?rPageCode=SL&logpath=21,"시스템운영, 피앤피시큐어, 보안소프트웨어, 정보보안, 정보보안",,22시간 전 수정,~03/03(일)
더조은아카데미신촌지점,[더조은컴퓨터학원 신촌캠퍼스] 유니티 게임 개발 / 실감형 콘텐츠 강의 선생님 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/43725630?rPageCode=SL&logpath=21,"학원강사, 증강현실, MMORPG, 가상현실, 클라이언트, 메타버스, 대학강사",,22시간 전 수정,~03/08(금)
더조은아카데미신촌지점,[더조은컴퓨터아카데미 신촌캠퍼스] 정보처리(산업)기사 자격증 강사 모집 (저녁반/주말반),https://www.jobkorea.co.kr/Recruit/GI_Read/43782541?rPageCode=SL&logpath=21,학원강사,,22시간 전 수정,~03/15(금)
더조은아카데미신촌지점,"[더조은컴퓨터아카데미 신촌캠퍼스] JAVA, C언어, 파이썬 기초 재직자 반 강사 모집 (저녁반/주말반)",https://www.jobkorea.co.kr/Recruit/GI_Read/43642872?rPageCode=SL&logpath=21,학원강사,,22시간 전 수정,~02/25(일)
㈜케이씨엠에스,"동묘역 교육부 AI 디지털 교과사업 테스터, 공공 프로젝트 응용 프로그램 테스트 경험자를 모집 합니다. (k05)",https://www.jobkorea.co.kr/Recruit/GI_Read/44035693?rPageCode=SL&logpath=21,"SI, 테스터",,22시간 전 수정,내일마감
서광항업㈜,응용 소프트웨어 개발자 (경력) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035683?rPageCode=SL&logpath=21,"측량, CAD, 리습",,22시간 전 수정,~03/26(화)
마이스터정보기술㈜,데이터 공유 플랫폼 개발 웹페이지 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/44035541?rPageCode=SL&logpath=21,"소프트웨어개발, SI, SI개발",,22시간 전 수정,~03/09(토)
㈜에이블정보,"웹개발자, C#, C++, ASP.NET, MS-SQL 경력직 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/44035651?rPageCode=SL&logpath=21,"솔루션, 소프트웨어개발",주임~대리급 외,22시간 전 수정,~04/19(금)
㈜첫눈소프트,중구/eXbuilder or React,https://www.jobkorea.co.kr/Recruit/GI_Read/44035528?rPageCode=SL&logpath=21,SI개발,,22시간 전 수정,~03/20(수)
지머니트랜스㈜,[핀테크] IT인프라 & 정보보호 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035606?rPageCode=SL&logpath=21,"금융, 시스템운영, 시스템운영, 방화벽, 서버구축, 네트워크관리, 시스템설계, 정보보안, 핀테크",주임~대리급 외,22시간 전 수정,~03/20(수)
㈜엔텔스,[주38시간 근무/상장사] Gen AI 서비스 구축 개발 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/44035596?rPageCode=SL&logpath=21,"솔루션, 소프트웨어개발",,22시간 전 수정,~03/20(수)
㈜홍익과학기술,[판교] 관제시스템 모니터링 운영자 (OP) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43825054?rPageCode=SL&logpath=21,"스토리지, 유지보수, 컴퓨터, 하드웨어, AS, 시스템운영, 보안관제, 클라우드아키텍트",사원급 외,22시간 전 수정,~03/21(목)
인비즈,프로젝트 관리자(PM) 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035587?rPageCode=SL&logpath=21,"빅데이터, PL, ETL, PM, 의료기기, PO, 데이터파이프라인",과장~차장급 외,22시간 전 수정,~03/20(수)
㈜홍익과학기술,"[야탑, 신입가능] 호스트웨이 IDC 관제 및 운영 엔지니어 (OP) 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/43825057?rPageCode=SL&logpath=21,"스토리지, 유지보수, 컴퓨터, 하드웨어, AS, 사이트관리, 서버구축, 시스템운영, 보안관제",사원급 외,22시간 전 수정,~03/21(목)
㈜닥터뷰,병원 웹사이트 제작/ 웹기획 및 웹디자이너(경력) 구인합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/44035518?rPageCode=SL&logpath=21,"UI·UX기획, 모바일디자인, 모바일디자인, UI·UX기획, 웹에이전시",,23시간 전 수정,~03/20(수)
㈜코드모바일,전산 프로그램 개발 및 유지보수 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/44035492?rPageCode=SL&logpath=21,"방화벽, 네트워크관리, 정보보안, 통신, 시스템설계",주임~대리급 외,23시간 전 수정,~03/20(수)
케이디에이,케이디에이 IT 및 전산 업무 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035425?rPageCode=SL&logpath=21,"네트워크관리, 시스템운영, 네트워크관리, 자동차부품, 자동차",사원급 외,23시간 전 수정,~03/20(수)
라이트비전㈜,AI연구개발자 전문연구요원 모집(병역지정업체),https://www.jobkorea.co.kr/Recruit/GI_Read/44035423?rPageCode=SL&logpath=21,"모바일앱개발, 인공지능, 컴퓨터비전, 소프트웨어개발",,23시간 전 수정,~03/04(월)
라이트비전㈜,(경력) 백엔드 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035416?rPageCode=SL&logpath=21,"모바일앱개발, 인공지능, 소프트웨어개발, Backend",,23시간 전 수정,~03/04(월)
㈜인터솔루션테크놀로지,[기흥] A사 BQMS DS분리 과제,https://www.jobkorea.co.kr/Recruit/GI_Read/44034918?rPageCode=SL&logpath=21,SI,팀원,23시간 전 수정,~03/20(수)
㈜신세계아이앤씨,그룹사(스타벅스) aOS 개발/운영 부문 인재모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035347?rPageCode=SL&logpath=21,"SI, SI개발, 소프트웨어개발",,23시간 전 수정,~02/26(월)
메가존클라우드㈜,재무전략 부문 채용 (관리회계),https://www.jobkorea.co.kr/Recruit/GI_Read/43942464?rPageCode=SL&logpath=21,"관리회계, 솔루션, 데이터시각화, 데이터분석, 재무회계, BI, 사업기획, 기업회계, 데이터분석, 전략기획, 분석모델링, 법인결산, 재무기획, 경영기획, 소프트웨어개발, ERP운용",,23시간 전 수정,~04/06(토)
㈜티모넷코리아,공공기관 상주 Java(중급) 프로그래밍 개발 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44024134?rPageCode=SL&logpath=21,유지보수,팀원,23시간 전 수정,~03/20(수)
디에스글로벌㈜,F/W개발자를 모십니다.(경력무관),https://www.jobkorea.co.kr/Recruit/GI_Read/44035314?rPageCode=SL&logpath=21,펌웨어,사원급 외,23시간 전 수정,~03/20(수)
스냅태그㈜,[스냅태그 부설연구소] Invisible Watermark C++ 개발자 신입/경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43916276?rPageCode=SL&logpath=21,"OpenCV, 소프트웨어개발",팀원,23시간 전 수정,상시채용
스냅태그㈜,[스냅태그 부설연구소] iOS 개발자 신입/경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44015412?rPageCode=SL&logpath=21,소프트웨어개발,팀원,23시간 전 수정,상시채용
솔앤비즈,"2024년 신입 개발자 모집(솔루션, 웹개발)",https://www.jobkorea.co.kr/Recruit/GI_Read/44035278?rPageCode=SL&logpath=21,"프론트엔드, 백엔드/서버개발, 웹개발",팀원,23시간 전 수정,~02/23(금)
인터프로셀㈜,[부산/주5일] MBC계열사 전산관리직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035260?rPageCode=SL&logpath=21,"공중파방송, 네트워크관리",,23시간 전 수정,~03/20(수)
㈜씨엠엔피,[경력] 보안/정보보호/인프라 담당자 채용 (카카오모빌리티 자회사),https://www.jobkorea.co.kr/Recruit/GI_Read/43945050?rPageCode=SL&logpath=21,"소프트웨어개발, 솔루션, 시스템운영, 네트워크관리, 방화벽, 정보보안",주임~대리급 외,23시간 전 수정,~03/07(목)
㈜씨앤에스링크,소프트웨어 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43836392?rPageCode=SL&logpath=21,"통신, 시스템설계",,23시간 전 수정,내일마감
㈜에이엔드,Java 웹 개발 경력직 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44035248?rPageCode=SL&logpath=21,"모바일앱개발, SM, 백엔드 개발, 모바일앱개발, 솔루션, 서버 운영, Mybatis, 솔루션, SI, vue.js, NODE.JS, web, 서버 설치, 서울시, DB 분석, DBMS, react.js, 소프트웨어개발, DB 설계, SPRING, 강남구, DB",과장~차장급,23시간 전 수정,~03/20(수)
㈜에이엔드,Java 웹 시스템 운영 개발 PL 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035240?rPageCode=SL&logpath=21,"모바일앱개발, SM, 백엔드 개발, 모바일앱개발, 솔루션, 서버 운영, Mybatis, 솔루션, SI, vue.js, NODE.JS, web, 서버 설치, 서울시, DB 분석, DBMS, react.js, 소프트웨어개발, DB 설계, SPRING, 강남구, DB",과장~차장급,23시간 전 수정,~03/20(수)
㈜에이엔드,웹 프론트엔드&퍼블리셔 경력자 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44035233?rPageCode=SL&logpath=21,"모바일앱개발, SM, 모바일앱개발, 솔루션, 프론트엔드, 솔루션, SI, React, NODE.JS, 소프트웨어개발자, 웹개발, 플랫폼, 서울시, react.js, 소프트웨어개발, 강남구",주임~대리급,23시간 전 수정,~03/20(수)
㈜솔인시스템,Java 웹개발자(운영) 금융권 경력직 채용합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/43830988?rPageCode=SL&logpath=21,소프트웨어개발,팀원,23시간 전 수정,~02/23(금)
㈜비아트론,디스플레이장비 제어 Software개발 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43883868?rPageCode=SL&logpath=21,"C, C#, C++, 장비제어, 제어프로그램, 디스플레이, 반도체, 시스템설계, 시스템운영, 시스템분석, 시스템설계, 클라이언트, 자동제어",,23시간 전 수정,~02/28(수)
㈜아이티앤,ERP BC 업무,https://www.jobkorea.co.kr/Recruit/GI_Read/44035148?rPageCode=SL&logpath=21,"시스템운영, SI, SI개발, 네트워크관리",,23시간 전 수정,~02/26(월)
㈜이코어,2024년 신입/경력 시스템 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43818136?rPageCode=SL&logpath=21,"스토리지, 유지보수, 하드웨어, 서버구축, 서버관리, 네트워크관리",사원급 외,23시간 전 수정,상시채용
㈜미소테크,웹 개발자 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035111?rPageCode=SL&logpath=21,"BigData, SM, 솔루션, PL, 정보처리기사, PM, SI, 정보처리, 정보처리산업기사, 서비스기획, 소프트웨어개발",과장~차장급,23시간 전 수정,~04/19(금)
굿어스㈜,"NVIDIA 엔지니어 (신입, 경력 2년 이상 10년 이하) 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/44035099?rPageCode=SL&logpath=21,"NI, 딥러닝, SI, 인공지능",팀원,23시간 전 수정,~03/10(일)
㈜미소테크,전주 웹 개발자(경력) / PM / PL 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035093?rPageCode=SL&logpath=21,"BigData, SM, 솔루션, PL, 정보처리기사, PM, SI, 정보처리, 정보처리산업기사, 서비스기획, 소프트웨어개발",주임~대리급 외,23시간 전 수정,~04/19(금)
굿어스㈜,Network 엔지니어 (경력 3년 이상) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035080?rPageCode=SL&logpath=21,"NI, 시스템운영, SI, 네트워크관리, CCNP",팀원,23시간 전 수정,~03/10(일)
굿어스㈜,[수원] 네트워크 운영 엔지니어(경력 2년 이상 4년 이하) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035068?rPageCode=SL&logpath=21,"NI, 시스템운영, SI, 네트워크관리, CCNP",주임~대리급 외,23시간 전 수정,~03/10(일)
퀄리티아㈜,소프트웨어 기술지원 담당자 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44035047?rPageCode=SL&logpath=21,"소프트웨어개발, 솔루션, SI, 네트워크관리, 시스템분석, 시스템운영",,23시간 전 수정,~04/19(금)
㈜시야인사이트,[원주] 정규직 채용 기술연구소 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/43981560?rPageCode=SL&logpath=21,"보안, 기술문서, 메뉴얼, 시험서, 웹개발, 헬스케어, SW, 보안소프트웨어, 보안컨설팅, 정보보안, 시스템분석, 시스템설계, SI개발",사원급 외,23시간 전 수정,~03/14(목)
㈜시야인사이트,[원주] 정규직 채용-사업본부 컨텐츠기획팀(웹퍼블리싱 필수),https://www.jobkorea.co.kr/Recruit/GI_Read/43981571?rPageCode=SL&logpath=21,"보안소프트웨어, 보안컨설팅, 정보보안, 콘텐츠기획, GUI, UI·UX기획",사원급 외,23시간 전 수정,~03/14(목)
스페이스맵,소프트웨어개발팀장모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44035017?rPageCode=SL&logpath=21,소프트웨어개발,팀장/매니저/실장,23시간 전 수정,~03/20(수)
디엑스라인㈜,디엑스라인(주) [SI 개발] [SM 운영] 프로젝트 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43945654?rPageCode=SL&logpath=21,"모바일앱개발, 소프트웨어개발, SI, SM, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 시스템분석, 정보보안, 아키텍처, 클라이언트, SI개발",,23시간 전 수정,상시채용
㈜다인커뮤니케이션,프로그램 개발 및 유지 보수 개발자 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44034966?rPageCode=SL&logpath=21,솔루션,,23시간 전 수정,~03/20(수)
마켓디자이너스,[튜터링] 프론트엔드 개발자(2년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/44034922?rPageCode=SL&logpath=21,"GUI, 반응형웹, 인터페이스",,23시간 전 수정,~04/19(금)
㈜이노시뮬레이션,자동차 시뮬레이션 SW 개발자(C++) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44034908?rPageCode=SL&logpath=21,"시스템분석, 시스템설계, 아키텍처, 클라이언트, SI개발",주임~대리급 외,23시간 전 수정,~04/19(금)
주식회사 문화인,PHP 정규직 채용 - 경력사원,https://www.jobkorea.co.kr/Recruit/GI_Read/44034885?rPageCode=SL&logpath=21,"솔루션, 소프트웨어개발",,23시간 전 수정,~02/25(일)
㈜이원정보기술,이원정보기술 신입/경력 IT인재채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44034852?rPageCode=SL&logpath=21,"SI, SI개발, ERP, SCM",,23시간 전 수정,~03/20(수)
㈜에오디컨설팅,"긍정적이며, 의사소통이 원활한 업무용 웹소프트웨어 개발 인력 구합니다.",https://www.jobkorea.co.kr/Recruit/GI_Read/44034821?rPageCode=SL&logpath=21,"SI개발, SI개발, 인터페이스, 클라이언트, IT컨설팅, 반응형웹",주임~대리급 외,23시간 전 수정,~04/19(금)
혜성테크윈,정보통신분야 소프트웨어 및 펌웨어 개발 경력자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44034815?rPageCode=SL&logpath=21,"펌웨어, 시스템분석, 네트웍구축, 시스템운영, 네트워크관리, 시스템설계, 통신, 시스템설계",,23시간 전 수정,~03/20(수)
